station,station_name,valid(America/Chicago),tmpf
DAL,DALLAS/LOVE FIELD,2025-07-14 20:17,88
DAL,DALLAS/LOVE FIELD,2025-07-14 20:18,88
DAL,DALLAS/LOVE FIELD,2025-07-14 20:19,88
DAL,DALLAS/LOVE FIELD,2025-07-14 20:20,88
DAL,DALLAS/LOVE FIELD,2025-07-14 20:21,88
DAL,DALLAS/LOVE FIELD,2025-07-14 20:22,88
DAL,DALLAS/LOVE FIELD,2025-07-14 20:23,88
DAL,DALLAS/LOVE FIELD,2025-07-14 20:24,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:25,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:26,88
DAL,DALLAS/LOVE FIELD,2025-07-14 20:27,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:28,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:29,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:30,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:31,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:32,88
DAL,DALLAS/LOVE FIELD,2025-07-14 20:33,88
DAL,DALLAS/LOVE FIELD,2025-07-14 20:34,88
DAL,DALLAS/LOVE FIELD,2025-07-14 20:35,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:36,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:37,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:38,88
DAL,DALLAS/LOVE FIELD,2025-07-14 20:39,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:40,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:41,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:42,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:43,88
DAL,DALLAS/LOVE FIELD,2025-07-14 20:44,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:45,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:46,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:47,88
DAL,DALLAS/LOVE FIELD,2025-07-14 20:48,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:49,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:50,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:51,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:52,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:53,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:54,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:55,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:56,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:57,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:58,87
DAL,DALLAS/LOVE FIELD,2025-07-14 20:59,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:00,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:01,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:02,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:03,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:04,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:05,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:06,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:07,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:08,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:09,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:10,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:11,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:12,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:13,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:14,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:15,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:16,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:17,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:18,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:19,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:20,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:21,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:22,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:23,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:24,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:25,87
DAL,DALLAS/LOVE FIELD,2025-07-14 21:26,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:27,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:28,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:29,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:30,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:31,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:32,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:33,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:34,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:35,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:36,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:37,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:38,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:39,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:40,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:41,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:42,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:43,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:44,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:45,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:46,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:47,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:48,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:49,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:50,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:51,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:52,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:53,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:54,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:55,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:56,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:57,86
DAL,DALLAS/LOVE FIELD,2025-07-14 21:58,85
DAL,DALLAS/LOVE FIELD,2025-07-14 21:59,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:00,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:01,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:02,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:03,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:04,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:05,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:06,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:07,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:08,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:09,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:10,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:11,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:12,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:13,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:14,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:15,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:16,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:17,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:18,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:19,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:20,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:21,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:22,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:23,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:24,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:25,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:26,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:27,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:28,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:29,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:30,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:31,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:32,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:33,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:34,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:35,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:36,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:37,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:38,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:39,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:40,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:41,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:42,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:43,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:44,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:45,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:46,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:47,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:48,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:49,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:50,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:51,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:52,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:53,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:54,86
DAL,DALLAS/LOVE FIELD,2025-07-14 22:55,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:56,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:57,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:58,85
DAL,DALLAS/LOVE FIELD,2025-07-14 22:59,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:00,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:01,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:02,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:03,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:04,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:05,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:06,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:07,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:08,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:09,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:10,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:11,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:12,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:13,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:14,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:15,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:16,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:17,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:18,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:19,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:20,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:21,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:22,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:23,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:24,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:25,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:26,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:27,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:28,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:29,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:30,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:31,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:32,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:33,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:34,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:35,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:36,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:37,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:38,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:39,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:40,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:41,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:42,85
DAL,DALLAS/LOVE FIELD,2025-07-14 23:43,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:44,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:45,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:46,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:47,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:48,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:49,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:50,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:51,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:52,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:53,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:54,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:55,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:56,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:57,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:58,84
DAL,DALLAS/LOVE FIELD,2025-07-14 23:59,84
DAL,DALLAS/LOVE FIELD,2025-07-15 00:00,84
DAL,DALLAS/LOVE FIELD,2025-07-15 00:01,84
DAL,DALLAS/LOVE FIELD,2025-07-15 00:02,84
DAL,DALLAS/LOVE FIELD,2025-07-15 00:03,84
DAL,DALLAS/LOVE FIELD,2025-07-15 00:04,84
DAL,DALLAS/LOVE FIELD,2025-07-15 00:05,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:06,84
DAL,DALLAS/LOVE FIELD,2025-07-15 00:07,84
DAL,DALLAS/LOVE FIELD,2025-07-15 00:08,84
DAL,DALLAS/LOVE FIELD,2025-07-15 00:09,84
DAL,DALLAS/LOVE FIELD,2025-07-15 00:10,84
DAL,DALLAS/LOVE FIELD,2025-07-15 00:11,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:12,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:13,84
DAL,DALLAS/LOVE FIELD,2025-07-15 00:14,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:15,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:16,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:17,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:18,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:19,84
DAL,DALLAS/LOVE FIELD,2025-07-15 00:20,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:21,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:22,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:23,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:24,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:25,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:26,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:27,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:28,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:29,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:30,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:31,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:32,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:33,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:34,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:35,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:36,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:37,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:38,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:39,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:40,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:41,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:42,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:43,82
DAL,DALLAS/LOVE FIELD,2025-07-15 00:44,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:45,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:46,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:47,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:48,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:49,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:50,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:51,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:52,82
DAL,DALLAS/LOVE FIELD,2025-07-15 00:53,82
DAL,DALLAS/LOVE FIELD,2025-07-15 00:54,82
DAL,DALLAS/LOVE FIELD,2025-07-15 00:55,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:56,83
DAL,DALLAS/LOVE FIELD,2025-07-15 00:57,82
DAL,DALLAS/LOVE FIELD,2025-07-15 00:58,82
DAL,DALLAS/LOVE FIELD,2025-07-15 00:59,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:00,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:01,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:02,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:03,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:04,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:05,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:06,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:07,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:08,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:09,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:10,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:11,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:12,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:13,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:14,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:15,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:16,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:17,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:18,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:19,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:20,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:21,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:22,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:23,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:24,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:25,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:26,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:27,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:28,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:29,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:30,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:31,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:32,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:33,81
DAL,DALLAS/LOVE FIELD,2025-07-15 01:34,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:35,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:36,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:37,81
DAL,DALLAS/LOVE FIELD,2025-07-15 01:38,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:39,81
DAL,DALLAS/LOVE FIELD,2025-07-15 01:40,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:41,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:42,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:43,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:44,81
DAL,DALLAS/LOVE FIELD,2025-07-15 01:45,81
DAL,DALLAS/LOVE FIELD,2025-07-15 01:46,81
DAL,DALLAS/LOVE FIELD,2025-07-15 01:47,81
DAL,DALLAS/LOVE FIELD,2025-07-15 01:48,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:49,81
DAL,DALLAS/LOVE FIELD,2025-07-15 01:50,81
DAL,DALLAS/LOVE FIELD,2025-07-15 01:51,81
DAL,DALLAS/LOVE FIELD,2025-07-15 01:52,81
DAL,DALLAS/LOVE FIELD,2025-07-15 01:53,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:54,82
DAL,DALLAS/LOVE FIELD,2025-07-15 01:55,81
DAL,DALLAS/LOVE FIELD,2025-07-15 01:56,81
DAL,DALLAS/LOVE FIELD,2025-07-15 01:57,81
DAL,DALLAS/LOVE FIELD,2025-07-15 01:58,81
DAL,DALLAS/LOVE FIELD,2025-07-15 01:59,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:00,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:01,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:02,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:03,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:04,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:05,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:06,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:07,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:08,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:09,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:10,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:11,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:12,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:13,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:14,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:15,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:16,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:17,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:18,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:19,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:20,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:21,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:22,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:23,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:24,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:25,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:26,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:27,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:28,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:29,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:30,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:31,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:32,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:33,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:34,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:35,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:36,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:37,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:38,81
DAL,DALLAS/LOVE FIELD,2025-07-15 02:39,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:40,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:41,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:42,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:43,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:44,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:45,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:46,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:47,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:48,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:49,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:50,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:51,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:52,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:53,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:54,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:55,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:56,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:57,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:58,80
DAL,DALLAS/LOVE FIELD,2025-07-15 02:59,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:00,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:01,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:02,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:03,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:04,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:05,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:06,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:07,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:08,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:09,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:10,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:11,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:12,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:13,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:14,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:15,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:16,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:17,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:18,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:19,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:20,80
DAL,DALLAS/LOVE FIELD,2025-07-15 03:21,79
DAL,DALLAS/LOVE FIELD,2025-07-15 03:22,79
DAL,DALLAS/LOVE FIELD,2025-07-15 03:23,79
DAL,DALLAS/LOVE FIELD,2025-07-15 03:24,79
DAL,DALLAS/LOVE FIELD,2025-07-15 03:25,79
DAL,DALLAS/LOVE FIELD,2025-07-15 03:26,79
DAL,DALLAS/LOVE FIELD,2025-07-15 03:27,79
DAL,DALLAS/LOVE FIELD,2025-07-15 03:28,79
DAL,DALLAS/LOVE FIELD,2025-07-15 03:29,79
DAL,DALLAS/LOVE FIELD,2025-07-15 03:30,79
DAL,DALLAS/LOVE FIELD,2025-07-15 03:31,79
DAL,DALLAS/LOVE FIELD,2025-07-15 03:32,79
